answer.topic_new,scenario.id
"['Crime generally', 'Other']",7360400474626903339
['Immigration'],7375255411928124704
['Other'],7355267522112933162
['Other'],7410057637913447711
"['Government or politics generally', 'Biden dropping out of the presidential race']",7434196570502860074
"['Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7392676854114651425
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7374036744166985002
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7416767369588018465
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7397811997741567263
['Government or politics generally'],7398584273676029226
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7365617909655194926
"['Biden dropping out of the presidential race', 'Government or politics generally']",7432049694076833067
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7430901664082578731
['Government or politics generally'],7361085239764028714
['Crime generally'],7402102836911279366
['Crime generally'],7432323769370283296
['Crime generally'],7432323769370283296
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7401771625814707472
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7401771625814707472
['Other'],7373748256960040210
['Other'],7412712009524972832
['Government or politics generally'],7373112134948883755
['Government or politics generally'],7431626251154017566
['Other'],7405696031582883118
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7406939911904840966
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7370200538853428488
"['Guns and gun control', 'Education']",7410871412816235818
['Other'],7415376041620884779
['Other'],7366322195817204997
['Other'],7375966063986494752
['Other'],7356739737908006149
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7401138852624125217
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7400981011623972139
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7417241635987246369
"['Crime generally', 'Guns and gun control']",7349239753545501957
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7364797679118945569
['Other'],7359864082301750561
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7434671878893030686
['Other'],7356647708167392520
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7431761354781920543
"['Crime generally', 'Other']",7433758862655638817
['Other'],7405824754235608362
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7424820588042013984
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7366912111810776353
